,indicator,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1
445,1,Big Bush Park,"61 Street, north and south of Brooklyn-Queens Expressway",Yes,Not Available,40.7395042,-73.90273,40.7625982,-73.902486
446,1,Bildersee Playground,Flatlands Avenue between East 81 & East 82 streets,Yes,Not Available,40.6356534,-73.9118244,NA,NA
447,1,Bill Brown Memorial Playground,"Bedford Avenue, Avenue X to Avenue Y, E 24 Street",Yes,Not Available,40.592201,-73.945611,40.6536822,-73.9561495
448,1,Bleecker Playground,Hudson & West 11 streets,Yes,Not Available,40.7362218,-74.0055909,42.2528649,-73.790959
449,1,Blood Root Valley (Park House),"Rockland, Manor and Brielle avenues, Forest Hill Road",Yes,Yes,40.587452,-74.133367,NA,NA
450,1,Bloomingdale Park,"Richmond Pkwy, Bloomingdale Rd., Lenevar Ave",,Yes,40.534986,-74.208435,NA,NA
451,2,Blue Heron Park Preserve (Nature Center),Poillon Avenue,Yes,Yes,NA,NA,40.5291996,-74.1761352
452,1,Bowne Park,"159 Street, 29 Avenue, 155 Street, 32 Avenue",Yes,Not Available,40.7705766,-73.807311,37.9411724,40.1982725
453,1,Bowne Playground,Union Street and Sanford Avenue,Yes,Not Available,40.7579884,-73.8248135,40.7377518,-74.235895
454,1,Breininger Park,Braddock Avenue & 240 Street,Yes,Not Available,40.7258447,-73.7290298,40.728006,-73.7341564
455,1,Breukelen Playground,Louisiana & Flatlands Avenue,Yes,Not Available,40.652276,-73.892182,30.9842977,-91.9623327
456,2,Bronx Park (Ben Abrams Playground),Lydig Avenue & Bronx Park East,Yes,Not Available,40.8370495,-73.8654295,40.8543818,-73.8610494
457,2,Bronx Park (Brady Playground),Bronx Park East between Bronxdale Avenue and Unionport Road,Yes,Not Available,40.8370495,-73.8654295,40.8370495,-73.8654295
458,2,Bronx Park (French Charley's Playground),East 204 Street & W/S Bronx Park,Yes,Not Available,40.8370495,-73.8654295,40.8740125,-73.8833881
459,1,Bronx Park (Olinville Playground),East 219 Street & Bronx River Parkway,Yes,Not Available,40.8609032,-73.8706083,38.7180672,-94.2559255
460,1,Bronx Park (Ranaqua),"Southern Boulevard, Webster, Burke avenues, Bronx Park East, 180 Street",Yes,Not Available,40.8067116,-73.9222962,NA,NA
461,1,Bronx Park (River Park Playground),"East 180th Street, Boston Road",Yes,Yes,40.8370495,-73.8654295,NA,NA
462,2,Bronx Park (Rosewood Playground),Bronx River Parkway & Rosewood Street,Yes,Not Available,40.8370495,-73.8654295,40.9476645,-73.8345485
463,2,Bronx Park (Waring Playground),Bronx Park East between Waring Avenure and Thwaites Place,Yes,Not Available,40.8370495,-73.8654295,40.8370495,-73.8654295
464,2,Bronx River Parkway (Parque de los Ninos),"Bronx River Parkway, Bronx Park, Westchester/NYC City Line.",Yes,Yes,40.9476645,-73.8345485,40.864696,-73.871816
465,1,Brookville Park,"Conduit Avenue, Brookville Boulevard, 144th Avenue, 233rd Street",Yes,Not Available,40.660019,-73.745362,NA,NA
466,1,Brower Park,"Brooklyn, St. Mark's, Kingston avenues, Park Place",Yes,Not Available,40.6735874,-73.9431462,40.6781784,-73.9441579
467,1,Bufano Playground,"La Salle Avenue, Edison Avenue, Bradford Avenue, Waterbury Avenue",Yes,Not Available,40.838143,-73.831052,NA,NA
468,1,Cabbell Park/Cambria Playground,121 Avenue & 220 Street,Yes,Not Available,40.689689,-73.743155,NA,NA
469,1,Campiz Playground,Hope Street & Metropolitan Avenue,Yes,Not Available,40.713785,-73.9541673,41.6957277,-71.2795162
470,1,Canarsie Park,"Paerdegat Avenue, Seaview Avenue, East 93rd Street, Skidmore Avenue",Yes,Not Available,40.6303632,-73.8926247,NA,NA
471,1,Capt. Rivera Playground,"East 156 Street, Forest Avenue",Yes,Yes,40.8178344,-73.906772,39.7189646,-104.9269401
472,1,Capt. Tilly Park,"Highland Avenue, Upland Parkway, Gothic Parkway, 85 Avenue",Yes,Not Available,40.7124413,-73.7988958,40.3200915,-98.8997422
473,1,Captain Mario Fajardo Park,Kissena Boulevard & Booth Memorial Avenue,Yes,Not Available,40.74732,-73.820605,40.7413696,-73.8148124
474,1,Carroll Park,Court & Smith Streets,Yes,Yes,40.681041,-73.995684,NA,NA
475,1,Carver Playground,Ralph Avenue & Sumpter Street,No,Not Available,40.6802881,-73.9207346,40.634696,-73.9188247
476,1,Caserta Playground,"St. Raymond Avenue, Puroy Street",Yes,Not Available,40.8373952,-73.8538521,NA,NA
477,1,Cavanaugh Triangle (Angelo Campanero Playground),"East Gun Hill Road, Eastchest Road, & O'Neil Place",Yes,Yes,40.86798,-73.842142,NA,NA
478,1,Central Park (Ancient Playground),85 ST & 5TH AVE,,Yes,40.780756,-73.961612,NA,NA
479,1,Central Park (Arsenal),5th Avenue from 60th Street to 65th Street,Yes,Not Available,40.767685,-73.97127,NA,NA
480,1,Central Park (Bethesda Terrace),,,Not Available,40.773802,-73.970849,NA,NA
481,1,Central Park (Conservatory Garden),"5th Avenue, 103rd Street to 106th Street",Yes,Not Available,40.793717,-73.952457,NA,NA
482,1,Central Park (Dana Discovery Center),110th Street between Fifth Avenue and Malcolm X Boulevard,Yes,Yes,40.797116,-73.951372,NA,NA
483,1,Central Park (Heckscher Playground),"62 ST, BET WEST & CENTER DRS",,Not Available,40.768479,-73.977202,29.8342058,31.3504823
484,1,Central Park (Kerbs Boathouse),74th Street near Fifth Avenue,Yes,Not Available,40.773991,-73.966545,33.503068,-111.921811
485,1,Central Park (Loeb Boathouse),East Side between 74th and 75th streets,Yes,Not Available,40.775303,-73.968766,NA,NA
486,1,Central Park (North Meadow Recreation Center),Mid-park at 97th Street,Yes,Yes,40.791119,-73.95971,NA,NA
487,1,Central Park (Ramble),Central Park,,Not Available,40.777381,-73.969528,40.7828647,-73.9653551
488,1,"Central Park (Sheep Meadow, Mineral Springs)",Mid-park at 69th Street,No,Yes,40.773044,-73.974266,NA,NA
489,1,Central Park (Tavern on The Green),Central Park,,Not Available,40.772206,-73.977604,40.7828647,-73.9653551
490,1,Central Park (Tennis Courts),93d Street near the West Drive,Yes,Not Available,40.789586,-73.961918,48.7632453,-101.4482345
491,1,Central Park (The Great Hill),West Side from 103rd to 107th streets,No,Not Available,40.796921,-73.958977,41.8810644,-87.663045
492,1,Central Park (The Metropolitan Museum of Art),Fifth Avenue at 82nd Street,Yes,Not Available,40.779607,-73.963244,40.7789422,-73.9623032
493,1,Central Park (West 61st),"West Drive, Central Park West, & 65th Street Transverse",No,Not Available,40.769285,-73.980984,NA,NA
494,1,Central Park (Wollman Rink),Center Drive to East Drive (including Gapstow Bridge),Yes,Yes,40.767751,-73.974466,NA,NA
495,1,Central Park Delacorte Comfort Station,Mid-Park at 80th Street,Yes,Yes,40.78029,-73.968779,NA,NA
496,2,Claremont Park,Mount Eden Parkway & Morris Avenue,Yes,Not Available,42.341862,-71.0808027,40.8427457,-73.908643
497,1,Clark Playground,"3 Avenue, East 144 Street, East 146 Street",Yes,Yes,40.8137639,-73.9214695,39.9610321,32.9093759
498,1,Col. David Marcus Memorial Playground,"Ocean Parkway, Avenue P, East 3 Street",Yes,Not Available,40.609572,-73.969435,37.6857796,-122.4842166
499,1,Coleman Square Playground,Between Cherry & Monroe streets,Yes,Not Available,40.7112051,-73.9936545,39.099582,-94.575511
500,1,College Point Park,130th Street & 23rd Avenue,Yes,Not Available,40.7858,-73.846496,42.6839286,-95.15155
501,2,Com. John Barry Park & Playground,South of Flushing Avenue,No,Not Available,NA,NA,40.7018957,-73.9369936
502,1,Comm. Eugene S. Sarsfield Playground,"East 38 Street & Ryder Street, Avenue M",Yes,Not Available,40.620224,-73.937493,39.8256472,-86.0553456
503,1,Corona Golf Playground,109 Street between 46-47 avenues,Yes,Not Available,40.7474938,-73.8549547,33.8631902,-84.4649469
504,1,Corporal John A. Seravalli Playground,Hudson & Horatio streets,Yes,Not Available,40.7392063,-74.0048564,42.2528649,-73.790959
505,1,Corporal Thompson Park,"Broadway, Henderson Avenue",No,Not Available,40.6379157,-74.1184904,26.637498,-81.8460826
506,1,Crotona Park (Martin Van Buren Playground),Crotona East & Claremont Parkway,Yes,Not Available,40.8353103,-73.8958401,39.1309856,17.0067031
507,1,Cunningham Park (HQ8),"South of Union Turnpike, between Francis Lewis Boulevard & 193rd Street",Yes,Yes,40.729372,-73.772702,NA,NA
508,1,Daniel M. O'Connell Playground,113 Avenue & 196 Street,Yes,Not Available,40.6999581,-73.7582662,42.5137113,-86.1297597
509,1,Dematti Playground,"Tompkins Avenue, Chestnut Avenue",Yes,Not Available,40.6145077,-74.0742565,42.3629638,-76.3514243
510,1,Detective Keith L. Williams Park,"106 Avenue, 173 Street, Liberty Avenue, 172 Street",Yes,Not Available,40.702291,-73.784136,41.674269,-86.2901332
511,1,Dimattina Playground,Hicks & Rapelye streets,Yes,Not Available,NA,NA,NA,NA
512,1,Double Nickel Playground,Osborne Street and Preston Avenue,Yes,Yes,40.537665,-74.162203,40.5374856,-74.1622243
513,1,Dr. Charles R. Drew Memorial Park,"Van Wyck Expressway, 116 Avenue, 140 Street, 115 Avenue",Yes,Not Available,40.6809517,-73.8033076,NA,NA
514,1,Dugan Playground,Mill Road & Tysens Lane,Yes,Not Available,40.561588,-74.110892,44.358234,-88.706306
515,1,East Springfield Playground,115 Road between 218 & 219 streets,Yes,Not Available,40.698433,-73.740198,NA,NA
516,1,Edenwald Playground,"East 226 Drive, Schieffelin Avenue",Yes,Not Available,40.8841875,-73.8450307,40.8834859,-73.8453026
517,1,Electric Playground,"164 Street, south of 65 Avenue",Yes,Not Available,40.7360573,-73.8053296,25.7689182,-80.3021226
518,1,Fisher Pool,"32 Avenue, 99 Street",No,Not Available,40.758943,-73.869324,49.2243292,-122.9176077
519,1,Flushing Meadows Corona Park (Albert H. Mauro Playground),Park Drive East & 73 Terrace,Yes,Not Available,40.7229926,-73.8270377,40.7251204,-73.8277254
520,1,Flushing Meadows Corona Park (Meadow Lake North),Long Island Expressway to Meadow Lake to Van Wyck Expressway Extension to Grand Central Parkway,Yes,Not Available,40.7359996,-73.840436,NA,NA
521,1,Flushing Meadows Corona Park (Playground for All Children),111 Street and Corona Avenue,Yes,Yes,40.7408291,-73.8499488,40.7406704,-73.8501755
522,1,Flushing Meadows Corona Park (Worlds Fair Playground),"Grand Central Parkway, Van Wyck Expressway",Yes,Not Available,40.7375349,-73.8457658,NA,NA
523,1,Flynn Playground,"3 Avenue, East 158 Street, Brook Avenue, East 157 Street",Yes,Not Available,40.820978,-73.911863,NA,NA
524,1,Forest Park (Jackson Pond Playground),108 Street and Park Lane South,Yes,Not Available,40.7007278,-73.8431928,44.483595,-73.2190679
525,1,Forest Park (Seuffert Bandshell),West Main Drive to eastern side of golf course,No,Not Available,40.698519,-73.85805,NA,NA
526,2,"Forest Park (Sobelsohn Playground, The Overlook)",Park Lane South and Abingdon Road,Yes,Not Available,NA,NA,40.7096359,-73.834812
527,1,Forest Park (Tennis Courts -Forest Parkway),Park Lane South to north of tennis courts,Yes,Not Available,40.697681,-73.856495,NA,NA
528,1,Forest Park (The Overlook),Park Lane (to east and south) to Metropolitan Avenue,Yes,Not Available,40.702856,-73.849107,NA,NA
529,1,Forest Park (Victory Field),Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street,Yes,Not Available,40.701735,"40.701735, -73.853268",NA,NA
530,1,"Forest Park (Visitor Center, near the Carousel)",Woodhaven Boulevard and Forest Park Drive,Yes,Not Available,40.700661,-73.856004,NA,NA
531,1,Fort Greene Park,South of Myrtle Avenue to Willoughby Avenue,Yes,Not Available,40.6914866,-73.9753317,NA,NA
532,1,Fort Independence Playground,"Stevenson Place, West 238 Street, Sedgwick Avenue",Yes,Not Available,40.8816434,-73.8961157,34.8686932,-85.8394199
533,1,Francis Lewis Playground,3 Avenue and Bronx Whitestone Bridge,Yes,Not Available,40.760445,-73.78434,NA,NA
534,1,Frank D. O'Connor Playground,Broadway & 78 Street,Yes,Not Available,40.7442965,-73.8865612,41.1115472,-73.8583806
535,1,Frank Golden Park,"132 to 138 streets, 14 Road",Yes,Not Available,40.7847847,-73.8341872,43.8515035,-79.2703385
536,1,Frederick B. Judge Memorial Playground,"111 Avenue, 134 & 135 streets, Lincoln Street",Yes,Not Available,40.683447,-73.807767,53.5587088,-113.5819341
537,1,Fresh Meadows Playground (PS 173),67 Avenue & 173 Street,Yes,Not Available,40.7341196,-73.7961384,25.9478599,-80.3073243
538,1,Friends Field,"Avenue L, East 4 Street, McDonald Avenue, Avenue M",Yes,Not Available,40.618619,-73.972871,NA,NA
539,1,Glenwood Playground,Ralph Avenue & Farragut Road,Yes,Yes,40.6368433,-73.9196324,40.634696,-73.9188247
540,1,Gorman Playground,30 Avenue between 84 & 85 streets,Yes,Not Available,40.7625011,-73.8843563,51.3299758,-0.4134902
541,1,Gouverneur Playground,"3rd Avenue, St. Paul's Place, East 170 Street",Yes,Not Available,40.8356154,-73.9033731,27.7749317,-82.6351014
542,1,Gowanus Playground,Wyckoff Street between Bond & Hoyt streets,Yes,Not Available,40.6802801,-73.9852314,41.0095316,-74.1729106
543,1,Grandview Playground,"Grandview Avenue, Continental Place",Yes,Yes,40.63078,-74.164679,NA,NA
544,1,Gravesend Park,18 Avenue & 56 Street,Yes,Not Available,40.6234499,-73.9842885,47.9330656,-97.3115371
545,1,Greene Playground,Greene & Washington avenues,Yes,Not Available,40.6864082,-73.9659225,39.697399,-83.8897057
546,1,Greenwood Playground,"Fort Hamilton Parkway, Greenwood, East 5 Street",Yes,Not Available,40.6502804,-73.9764294,40.6094454,-74.0285434
547,1,Grover Cleveland Park,"Rene Court, Grandview Avenue, Stanjope Street & Fairview Avenue",Yes,Not Available,40.834321,-74.283167,NA,NA
548,1,Gunn Park (PS 18),"Hillside Avenue, east of 235 Court",No,Not Available,40.732456,-73.731724,NA,NA
549,1,Haggerty Park,202 Street & Jamaica Avenue,No,Yes,40.721486,-73.757948,44.4745123,-103.3163374
550,1,Harry Maze Memorial Park,Avenue D between East 56 & East 57 Street,Yes,Not Available,40.643022,-73.923026,51.732512,-1.2171341
551,1,Hermon MacNeil Park,East of paved path running north from 119th Street,Yes,Not Available,40.7928327,-73.8518567,NA,NA
552,1,High Rock Park,Richmond Parkway & Moravian Cemetery at Rockland Avenue,Yes,Not Available,40.582287,-74.123155,37.9752082,-122.360827
553,1,High Rock Park (Education Building),Richmond Parkway & Moravian Cemetery at Rockland Avenue,Yes,Not Available,40.584828,-74.12514,37.9752082,-122.360827
554,1,High Rock Park (McArthur Park),Richmond Parkway & Moravian Cemetery at Rockland Avenue,Yes,Yes,40.582531,-74.123208,37.9752082,-122.360827
555,1,High Rock Park (Visitor Center),Richmond Parkway & Moravian Cemetery at Rockland Avenue,Yes,Not Available,40.584539,-74.125161,37.9752082,-122.360827
556,1,Highland Park,Jackie Robinson Parkway to Highland Boulevard,Yes,Not Available,40.4959379,-74.4243178,NA,NA
557,1,Hoffman Park,Hoffman Drive west of Queens Boulevard,Yes,Not Available,40.732715,-73.872106,42.016843,-88.0759718
558,2,Jacob Schiff Playground (PS 192),"Amsterdam Avenue, West 136 Street",Yes,Not Available,NA,NA,40.8174777,-73.946736
559,1,John J. Carty Park,"Fort Hamilton Parkway, 94-95 streets",Yes,Not Available,40.613194,-74.03008,NA,NA
560,1,Joseph Austin Playground,Grand Central Parkway & 164 Place,Yes,Not Available,40.715846,-73.8011017,40.7186362,-73.7954966
561,1,Joseph F. Mafera Park,65 Place & Catalpa Avenue & 68 Avenue,Yes,Not Available,40.7071757,-73.8915223,30.721227,35.3099502
562,1,Juniper Valley Park,Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end,Yes,Yes,40.720218,-73.881372,42.3388111,-71.0765188
563,1,K.L. Williams Playground (Tennis),"Liberty Avenue, 172-173 streets",Yes,Not Available,40.704224,-73.785937,40.1387194,-92.0726067
564,1,Katzman Playground,Yellowstone Boulevard between 68 Avenue & 68 Road,Yes,Not Available,40.726407,-73.847432,NA,NA
565,1,Kennedy Playground,Corp. Kennedy Street & 33 Avenue,Yes,Not Available,40.771013,-73.779077,40.7699431,-73.7793645
566,1,Kissena Park (Tennis Courts),Rose & Oak avenues,Yes,Not Available,40.744708,-73.809363,NA,NA
567,1,La Guardia Playground West,"Havemeyer, Roebling streets & South 4",Yes,Not Available,40.709894,-73.959284,NA,NA
568,1,Leif Ericson Park & Square,CLF behind CS adjacent to 5th Avenue to 7th Avenue(Highway) between 66th and 67th Street,Yes,Not Available,40.629766,-74.010631,NA,NA
569,1,Levy Playground,Jewett & Castleton avenues,Yes,Not Available,40.633905,-74.1290426,31.3615664,-96.1441315
570,2,Liberty Pool,173rd Street and 106th Avenue,,Yes,34.559255,-92.7408164,40.7020409,-73.7831254
571,1,Park of the Americas,104 Street & 41 Avenue,Yes,Not Available,40.748521,-73.86195,NA,NA
572,1,Luna Park Playground,West 12 Street & Surf Avenue,Yes,Not Available,40.576129,-73.978033,37.0239219,-94.7507402
573,1,Marc's & Jason's Playground,Sterling Street & Empire Boulevard,Yes,Not Available,40.663323,-73.949663,NA,NA
574,1,Marine Park Nature Center,East 33rd Street and Avenue U,,Yes,40.6039714,-73.930572,NA,NA
575,1,Mathew Muliner Playground,"Delancy Place, Muliner Avenue, Matthews Avenue",Yes,Yes,40.8468846,-73.8614786,NA,NA
576,1,Maurice Park,"Maurice, Borden, 54 avenues, 63 Street",Yes,Not Available,40.727537,-73.904855,NA,NA
577,1,McKinley Park,"Fort Hamilton Parkway, 73 to 78 streets, 7 Avenue",Yes,Not Available,40.626552,-74.016745,40.6094454,-74.0285434
578,1,Midland Beach & Boardwalk,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,40.57149,-74.0931627,NA,NA
579,1,Monsignor Mcgolrick Park,"Driggs to Nassau avenues, Russell to Monitor streets",Yes,Not Available,40.7244435,-73.9433581,43.7232522,-111.1113326
580,1,Noonan Playground,"Greenpoint & 47 avenues, 43 Street",Yes,Not Available,40.74127,-73.922399,NA,NA
581,1,P.O. Nicholas Demutis Playground,102 Street & Liberty Avenue,Yes,Not Available,40.681571,-73.839263,45.9135471,-100.3364941
582,1,Park Slope Playground,Berkeley Street & Lincoln Place,Yes,Not Available,40.676927,-73.978931,38.7544952,-90.3312256
583,1,Pat Perlato Playground,Falmouth Street & Oriental Avenue,Yes,Not Available,40.576981,-73.946523,38.6372288,-84.5579481
584,1,Paul W. Kolbert Park/Rachel Haber Cohen Playground,"Avenue L, East 17 to East 18 streets",Yes,Not Available,40.620141,-73.95798,36.1259239,-111.2178871
585,1,Pelham Bay Park (Bruckner CS),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,40.8496714,-73.8330844,40.8524136,-73.8263227
586,1,People's Park Playground,"Brook Avenue, East 141 Street",Yes,Not Available,40.809434,-73.916889,44.0509913,-95.5335334
587,1,Peter's Field,183 Place & Henderson Avenue,Yes,Not Available,40.735845,-73.98086,NA,NA
588,1,PFC Thomas Norton Memorial Playground,Nostrand Avenue & Marine Parkway,Yes,Not Available,40.614993,-73.944587,NA,NA
589,1,Pierrepont Playground,"Furman Street, Pierrepont Place",Yes,Not Available,40.696305,-73.99745,NA,NA
590,1,Pink Playground,Stanley Avenue & Eldert Lane,Yes,Not Available,40.666304,-73.862032,39.7879895,-84.1773775
591,1,Playground 62 (PS 220),Yellowstone Boulevard between 62 Avenue & 62 Road,Yes,Not Available,40.73624,-73.854875,NA,NA
592,1,Playground Fifty-Two,"Kelly Street, St. John's Avenue, Beck Street",Yes,Not Available,40.815219,-73.901698,NA,NA
593,1,Poor Richard's Playground,East 109 Street between 2 & 3 avenues,Yes,Not Available,40.7926774,-73.9428706,29.8462469,31.344523
594,1,Potomac Playground,Tompkins Avenue & Halsey Street,Yes,Not Available,40.6820904,-73.9442483,40.6120263,-74.0708689
595,1,Pratt Playground,"Willoughby Avenue, Emerson Place",Yes,Not Available,40.692302,-73.961938,41.6397696,-81.4065011
596,1,Prospect Park (East Parade Grounds),Argyle Road/Parade Place./Parkside Avenue/Caton Avenue,Yes,Not Available,40.651894,-73.965707,NA,NA
597,1,Prospect Park (Litchfield Villa),Prospect Park West/3rd Street/7th Street,Yes,Not Available,40.666981,-73.97378,NA,NA
598,1,Prospect Park (Middle Long Meadow),Picnic House,Yes,Yes,40.661447,-73.973008,NA,NA
599,1,Prospect Park (West Parade Grounds),Coney Island Avenue/Arglye Road/Parkside Avenue/Caton Avenue,Yes,Not Available,40.649717,-73.970966,NA,NA
600,1,Prospect Park (Willink Hill),Lincoln Road/Ocean Avenue/Willink Entrance/East Lake Drive,Yes,Not Available,40.661913,-73.963877,NA,NA
601,1,Prospect Park (Wollman Rink & Flower Garden),Prospect Lake/East Lake Drive/south of Breeze Hill/Parking Lot,,Not Available,40.669335,-73.970271,NA,NA
602,1,PS 286 Playground,"Avenue Y, between Brown & Haring streets",Yes,Yes,40.592388,-73.936367,NA,NA
603,1,Real Good Park (Lie Playground),99 Street & 62 Avenue,Yes,Yes,40.735407,-73.857742,NA,NA
604,1,Riverside Park (Boat Basin),"Riverside Drive to Hudson River, West 59th Street to Clair Place",No,Not Available,40.785871,-73.984487,NA,NA
605,1,Riverside Park (Cafͩ),"105th Street, next to Henry Hudson Parkway",No,Yes,40.785733,-73.984493,NA,NA
606,1,Riverside Park (Claremont),West 124 Street & Riverside Drive,Yes,Not Available,40.811453,-73.963493,43.3294489,-85.9196777
607,1,Riverside Park (Classic Playground),72nd to 79th streets between Hudson River and Henry Hudson Parkway,Yes,Not Available,40.787322,-73.980938,NA,NA
608,1,Riverside Park (Dinosaur Playground),West 97 Street & Riverside Drive,Yes,Not Available,40.813415,-73.963021,41.7166075,-87.7321699
609,1,Riverside Park (Hippo Playground),West 91 Street & Riverside Drive,Yes,Not Available,40.793267,-73.977992,41.7270733,-87.756897
610,1,Riverside Park (Neufeld Playground),West 76 Street & Riverside Drive,Yes,Not Available,40.783391,-73.984802,43.8501819,-85.8749985
611,1,Riverside Park (River Run Playground),West 83 Street & Riverside Drive,Yes,Not Available,40.787256,-73.980952,38.9780838,-94.9017482
612,1,Riverside Park (Riverbank Playground),West 142 Street & Riverside Drive,Yes,Not Available,40.787344,-73.982084,41.6370323,-87.6415624
613,1,Riverside Park (Ten Mile River Playground),West 148 Street & Hudson River,No,Not Available,40.811347,-73.965631,41.6208231,-87.6681095
614,1,Riverside Park (Tennis Courts),Riverside Drive & West 96th Street,Yes,Not Available,40.796793,-73.977044,40.8158821,-73.9623705
615,1,Robert Moses Playground,"1 Avenue, East 41 to East 42 streets",Yes,Not Available,40.7480467,-73.9692285,36.1259239,-111.2178871
616,1,Rochdale Park,"Guy Brewer Boulevard, 134 Avenue",Yes,Not Available,40.681351,-73.787159,NA,NA
617,1,Rockaway Beach,Between 87th Street and 100th Street,No,Not Available,40.584528,-73.811149,NA,NA
618,1,Rockaway Beach & Boardwalk (Beach 59th Street Playground),Boardwalk & Beach 59-60 streets,Yes,Not Available,40.589087,-73.789072,29.9577052,-95.5791226
619,1,Rockaway Beach (Beach 116Th),Between 110th and 121st streets,Yes,Not Available,40.577385,-73.836923,NA,NA
620,1,Rockaway Beach 106 Comfort Station,Beach 106 Street,,Yes,40.580637,-73.825516,40.582913,-73.8278554
621,1,Rockaway Beach 117th L/G,Beach 117 Street,,Yes,40.58023,-73.827597,40.5795009,-73.8381068
622,1,Rockaway Beach 86 Comfort Station,Beach 86 Street,,Yes,40.584535,-73.811153,40.5890677,-73.8114645
623,1,Rockaway Beach 97 Comfort Station,Beach 97 Street,,Yes,40.582946,-73.817583,40.584947,-73.8188057
624,1,Roebling Playground,"Wilson & Lee avenues, Taylor Street",Yes,Not Available,40.7064875,-73.9615144,35.7212689,-77.9155395
625,1,Roger Morris Park (Morris Jumel Mansion),"Jumel Terrace to Edgecombe Avenue, West 160 to West 162 streets",Yes,Not Available,40.83465,-73.93853,NA,NA
626,1,Rosemary's Playground (JHS 93),"Woodward Avenue, Woodbine Street, Fairview Avenue",Yes,Not Available,40.704357,-73.904049,NA,NA
627,1,Roy Wilkins Recreation Center,Southeast of fence running from 118th Road to hospital,Yes,Not Available,40.687236,-73.772122,NA,NA
628,1,Rudd Playground,Aberdeen Street & Bushwick Avenue,Yes,Not Available,40.683162,-73.9051704,-38.1457082,144.3383446
629,1,Sara D. Roosevelt Park,East Houston Street to Canal Street,Yes,Yes,40.722369,-73.991619,29.7604267,-95.3698028
630,1,Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",Yes,Not Available,40.6081073,-73.9863087,30.1696405,-85.6375679
631,1,Seton Park Playground,West 235 Street & Douglas Avenue,No,Not Available,40.88752,-73.918429,40.9666567,-95.3371507
632,1,Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",Yes,Not Available,40.814868,-73.955559,40.7743849,-73.98468
633,1,Shore Road Park,Owl's Head Park to Fort Hamilton Parkway Narrows Avenue,Yes,Not Available,40.622012,-74.040678,NA,NA
634,1,Shore Road Park,72nd Street to Harbor View,Yes,Not Available,40.628187,-74.039913,NA,NA
635,1,Shore Road Park,"92nd Street to 4 Avenue - lower half, by expressway",Yes,Not Available,40.620685,-74.0409,NA,NA
636,1,Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",Yes,Not Available,40.7895736,-73.9687693,40.7828647,-73.9653551
637,1,Sol Lain Playground,"Broadway, Henry Street, Samuel Dickstein Place",No,Not Available,40.7143044,-73.9839212,NA,NA
638,1,Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,Yes,Not Available,40.6770054,-73.8847238,40.6762581,-73.9082993
639,1,Springfield Park,"149 Avenue, Springfield Boulevard, 145 Road, 148 Street",Yes,Not Available,40.661031,-73.761786,NA,NA
640,1,St. Andrew's Playground,Atlantic Avenue & Herkimer Street,Yes,Not Available,40.6787018,-73.9426124,40.6762581,-73.9082993
641,2,St. Catherine's Park,"East 67-68 streets, 1 Avenue",Yes,Not Available,53.2782543,-6.1191701,40.764625,-73.9583262
642,1,St. Mary's Park (Recreation Center),450 St. Ann's Avenue,Yes,Yes,40.809883,-73.910434,37.8921376,-89.5047806
643,1,St. Mary's Park West,St. Anns Avenue & East 147 Street,Yes,Not Available,40.812885,-73.9132,40.8123102,-73.9140718
644,1,St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,Yes,Yes,40.811655,-73.914028,NA,NA
645,1,St. Vartan Park,"East 35-East 36 streets, between 1 & 2 avenues",Yes,Yes,40.7449676,-73.9736364,29.8894662,31.3071263
646,1,Stroud Playground,Classon Avenue & Sterling Place,Yes,Not Available,40.6750147,-73.9618817,40.6844907,-73.9591228
647,1,Sunset Park (Recreation Center),"41 to 44 streets, 5 to 7 avenues",Yes,Not Available,40.647664,-74.005016,14.445776,79.9814137
648,1,Taylor Playground,"Guerlain Street, Thieriot Avenue, Taylor Avenue",Yes,Not Available,40.8391317,-73.8659808,NA,NA
649,1,Terrace Playground,Howard Avenue & Martha Street,Yes,Yes,40.613587,-74.098432,28.8535234,-96.3819597
650,1,The Pearly Gates,"Tratman Avenue, Street Peter's Avenue",Yes,Not Available,40.8387396,-73.8454901,NA,NA
651,1,Thomas Jefferson Park,"1 Avenue to FDR Drive, East 111 to East 114 streets",Yes,Not Available,40.793427,-73.934029,NA,NA
652,1,Todt Hill Playground,Schmidts Lane & Manor Road,Yes,Yes,40.609359,-74.12035,NA,NA
653,1,Tompkins Square Park,"Avenues A to B, East 7 to East 10 streets",Yes,Yes,40.726747,-73.9807,NA,NA
654,1,Triborough Bridge Playground A,"Hoyt Avenue, 19 to 21 streets",Yes,Not Available,40.778799,-73.922544,NA,NA
